author,updated_at,like_count,text,video_id,public,humanization,performance,autonomy,positive,neutral,negative,underestimation
@StarkeyatRingo,2023-07-03T19:41:46Z,3,"it would be more interesting to watch this if they were encased in fake flesh
and you can certainly see, how these guys can become great screwing machines for the hormonally driven.",fn3KWM1kuAw,True,1,0,0,0,1,0,0
@user-bv8hi1so5o,2023-07-03T17:59:13Z,8,When you realized that the robots can dance better than you,fn3KWM1kuAw,True,1,1,0,0,1,0,0
@asundelgun3487,2023-07-02T23:09:39Z,4,Gucci mane is what they need to be dancing to,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@VdubT4,2023-07-01T15:49:19Z,15,Surely people realise this is fake cgi? Particularly after what weâ€™ve seen since 2020.,fn3KWM1kuAw,True,0,0,0,0,0,0,1
@4_Tomorrow,2023-07-01T15:39:07Z,4,Magnificent ðŸŒâ­,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@thejoker1979666,2023-07-01T01:23:35Z,4,"Super cute! Love it! This makes it easier to face a future without any means to have an income. 
Looking forward to going extinct. Will go into oblivion with a smile on my face.
You techies are the best! Working hard to make 99% of human population useless and without meaning. Very bright future.",fn3KWM1kuAw,True,0,1,1,0,0,1,0
@pratikranjane683,2023-06-30T19:53:42Z,3,this is real wholesome mannnðŸ˜…,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@JacoboRendon,2023-06-30T03:46:30Z,1,"hay canciones que te teletransportan a lugares y situaciones,, recuerdo como si fuera ayer,, estar alla, al lado tuyo,, sintiendome el hombre mas afortunado de el planeta tierra, mirandote,, tomando tu mano,, desayunando el mejor desayuno de mi vida, preparado por ti,, tomando tu mano, y besandote cada minuto,,,,, te ame como no he amado a nadie mas en toda mi existencia,, gracias por esos pocos momentos,,, que aunque no fueron reales,, para mi siguen siendo y siempre seran el CIELO,,  LAP... estaras siempre en mi corazon,,,",fn3KWM1kuAw,True,0,0,0,0,0,0,0
@OcalaBrew,2023-06-29T23:12:25Z,4,"Do they wash dishes, vacuum and mop floors?  Pressure wash the house?  Seriously, I think this is fabulous!  Bravo!",fn3KWM1kuAw,True,0,1,0,1,0,0,0
@Grumm-Nation,2023-06-29T07:16:37Z,9,"People say this is fake, its not and I wish to hear why it is, because you cannot say, we don't have the tech, and you cannot bring in religion into this since we have the tech, and no one said we cannot make machines like these.",fn3KWM1kuAw,True,0,0,0,0,0,0,0
@shizzydeep6867,2023-06-27T00:00:34Z,17,Cute until it's ripping your heart out of your chest.,fn3KWM1kuAw,True,0,0,1,0,0,1,0
@hermosafieldsforever4782,2023-06-26T17:46:34Z,7,They are so cute! Isn't it wonderful! Just think what an evil regime might plan for the next dance?ðŸ˜¢,fn3KWM1kuAw,True,0,0,0,0,0,1,0
@robertdowner2328,2023-06-25T13:57:06Z,14,"They will start out by taking over humanity, then after we are all dead they will break out in dance just like this lol.",fn3KWM1kuAw,True,0,0,1,0,0,1,0
@annasoldani9642,2023-06-25T11:51:21Z,1,Desidero Ringraziare ðŸ˜ŠMille Complimenti a chi Rende Possibile una Magnificenza TaleðŸ™ðŸ–ï¸âœŒï¸ðŸ‘,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@Bloodfencer1990,2023-06-25T10:56:48Z,17,2 years later and I still love to watch this to cheer me up.,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@greatestsqurriel1304,2023-06-25T06:25:12Z,2,"I can't wait they made a feminine robot,  and than M3gan will come true, Incredible how the hardware can represent the software movement so perfectly, seems so human kind. Literally i don't know what would do an ai by now days with these of feature and capabilities of the robots we can see here.",fn3KWM1kuAw,True,1,1,0,1,0,0,0
@joshsmith3219,2023-06-24T22:52:50Z,3,I am really curious what shutter speed was this shoot at.,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@jeanniebilliejean,2023-06-23T22:19:58Z,1,Fancy footwork indeed,fn3KWM1kuAw,True,1,0,0,1,0,0,0
@Andy_T79,2023-06-23T22:01:06Z,7,This will basically be the celebration dance when the last human has been desposed of!,fn3KWM1kuAw,True,0,0,1,0,0,1,0
@lashamelashvili7294,2023-06-23T13:20:09Z,1,now push ai in it  rip humanity :D,fn3KWM1kuAw,True,0,0,0,0,0,1,0
@jameshollands7656,2023-06-23T07:59:27Z,9,I canâ€™t believe what Iâ€™m watching is not CGI. I had no idea this shit was real until today. This is incredible. Why has the world got its head in the sand talking about identity politics whilst real innovation is happening that will propel mankind forward,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@cranegantry868,2023-06-22T15:55:01Z,8,All pre-programmed steps. So don't think those machines were creating those steps. A programmer wrote the code for EVERYTHING.,fn3KWM1kuAw,True,0,0,0,0,1,0,1
@GrantH2606,2023-06-22T04:36:02Z,15,A moment of silence for those who think reality is CGI,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@monsignorerasmus.6441,2023-06-21T17:14:14Z,1,While you let out your last gasp in the all but futile robot apocalypse this will be the last thing you will see,fn3KWM1kuAw,True,0,0,1,0,0,1,0
@N0LAB3L,2023-06-21T00:20:49Z,0,Boy you gonna get me in trouble for doing this my robot child i love you chill ðŸ˜Ž ðŸŽ¶ ðŸ˜… that suprised me as fuck bro lol ðŸ˜† hug ðŸ«‚,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@noupperlobemanify,2023-06-20T10:10:24Z,6,This is the fakest cgi I've ever seen,fn3KWM1kuAw,True,0,0,0,0,1,0,1
@devinhogan5493,2023-06-19T18:46:21Z,8,Why do they have so much personality,fn3KWM1kuAw,True,1,0,0,0,1,0,0
@user-zk4ub6vs1l,2023-06-19T13:52:25Z,2,"YES, I LOVE YOUâ¤â¤",fn3KWM1kuAw,True,0,0,0,1,0,0,0
@jeffreyhinton8634,2023-06-19T00:08:37Z,1,More robot dancing,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@DE4DF1SH,2023-06-18T19:03:15Z,4,Who are the people who make these?? My son wants to make robots when he grows up. How can I get him into this?,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@michaelwoolaver6113,2023-06-18T05:08:14Z,7,Pretty clever. The engineers and programmers probably got thoroughly sick of this song before they were done.,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@RicoSuavae,2023-06-18T00:47:57Z,6,Once we put A.I inside of them we r screwed,fn3KWM1kuAw,True,0,1,0,0,0,1,0
@romelaudrey5885,2023-06-17T22:27:00Z,2,These guys will be perfect for the first mission to mars. Imagine them dancing on the red beach... Surfing on dune !,fn3KWM1kuAw,True,0,1,0,0,1,0,0
@magnus69,2023-06-17T20:55:36Z,12,I hope the robot who is about to execute me after the ai revolution will do a silly little dance before.,fn3KWM1kuAw,True,0,0,1,0,0,1,0
@Bambutch86,2023-06-17T15:47:03Z,1,"Very cool, I want to own these bots )",fn3KWM1kuAw,True,0,0,0,1,0,0,0
@dmelleis,2023-06-16T00:28:01Z,0,Obrigado !,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@robertstephens995,2023-06-15T22:57:12Z,2,WE ARE IN SERIOUS TROUBLE - THEY KEEP MAKING THINGS SEEN IN SCI FI MOVIES,fn3KWM1kuAw,True,0,1,1,0,0,1,0
@angelaunderwood7852,2023-06-14T19:54:46Z,0,Wow thats amazing thank you guys for that it definitely made me feel better now if only there was a way for women who have had hysterectomy and can no longer have children wish there was a way that you guys could make a uterus for women to have babies that would be an invention,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@tonynasaofficial,2023-06-13T04:30:11Z,14,Who else replayed this video,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@danaeugenia_flowers7296,2023-06-13T04:24:40Z,4,Geniuses - the creators; brilliant - the directors of this video.,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@hwasooseong797,2023-06-13T03:31:32Z,7,better dancers than me :),fn3KWM1kuAw,True,1,1,0,1,0,0,0
@RealKingBacklash,2023-06-12T16:37:03Z,24,"""And then the humans forced us to dance for their pleasure""",fn3KWM1kuAw,True,1,0,1,0,1,0,0
@aliciaqueupumil3186,2023-06-12T15:53:12Z,1,ðŸ˜‚ðŸ˜‚ðŸ˜‚ jenial ðŸ‘se pasaron para ser buenos!!!!!!!,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@drc3po,2023-06-11T23:18:49Z,0,Great song by the Contours,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@geekay101,2023-06-11T23:11:31Z,2,That is dancing ? Bull...t,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@user-ji1qz4qi4r,2023-06-11T19:29:00Z,1,Love it,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@user-ji1qz4qi4r,2023-06-11T19:28:46Z,1,Live it,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@BEGOWEGO,2023-06-11T16:15:53Z,1,I want one to dance with me,fn3KWM1kuAw,True,1,1,1,0,1,0,0
@vincent21212,2023-06-11T04:56:37Z,10,does this company make anything that's actually useful?,fn3KWM1kuAw,True,0,0,0,0,0,1,0
@jaydedstudios,2023-06-11T03:21:42Z,4,AI is charming! Almost like they can never turn rogue. ;)),fn3KWM1kuAw,True,1,0,1,0,1,0,0
@sharonmiller7213,2023-06-11T03:03:31Z,3,"Woooo shake it
Shake that robo butt-",fn3KWM1kuAw,True,0,0,0,0,0,0,0
@tjewett1967,2023-06-11T00:14:11Z,10,"How many millions of dollars did our taxes pay for this choreography?


MONEY WELL SPENT!",fn3KWM1kuAw,True,0,0,0,1,0,0,0
@ETERNITY777,2023-06-10T18:39:56Z,6,ðŸ˜ˆ MY HUMAN INSTINCT SAYS DESTROY IT ðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆ.,fn3KWM1kuAw,True,0,0,0,0,0,1,0
@N0LAB3L,2023-06-10T13:17:18Z,0,Of course you my son,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@stacknewbie3815,2023-06-10T10:10:04Z,1,"Really nice, I love this!",fn3KWM1kuAw,True,0,0,0,1,0,0,0
@ridvansen7108,2023-06-10T07:34:30Z,3,soon it's a T600,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@Cosmic-junk,2023-06-10T01:28:28Z,2,What are the dangers that a rouge AI could possess these dudes and run a mock?,fn3KWM1kuAw,True,1,0,1,0,1,0,0
@brandonbutler2791,2023-06-10T00:20:08Z,5,Obviously CGI. Cmon peopleâ€¦ðŸ˜‚,fn3KWM1kuAw,True,0,0,0,0,0,1,1
@ricklovelaec6442,2023-06-09T17:39:35Z,1,Better moves than trumpy,fn3KWM1kuAw,True,1,1,0,0,1,0,0
@PusheenTheCat8888,2023-06-09T11:44:53Z,1,"That looks animated ðŸŽ‰ . 
The white robot looks like a person . 
Yellow one : snake-dog
White one : emu",fn3KWM1kuAw,True,0,0,0,0,1,0,1
@Gim-oe6rn,2023-06-09T07:52:39Z,6,Love Boston dynamics ðŸ¥°,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@Bars-hj9pd,2023-06-09T05:49:20Z,0,"People:Robots will pass the world?

Robots:",fn3KWM1kuAw,True,0,0,0,0,0,0,0
@user-dt9wb1yx9h,2023-06-08T23:55:11Z,0,too whitebread,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@anandsharma7430,2023-06-08T18:59:46Z,3,"The control system (sensors, actuators, circuitry) is clearly superb. It seems though that biomimicry in the limbs is lacking.
Stiff limbs = bad balance. Flexible limbs that can handle loads (muscles that tighten when needed) is the real big deal.",fn3KWM1kuAw,True,1,0,0,1,0,0,0
@AdityaTripathi,2023-06-08T17:47:23Z,12,"Bro if this shit comes forward to me on a street, I'd be scared af

But to any robots reading, I love y'all",fn3KWM1kuAw,True,0,0,1,0,0,1,0
@tbp5201,2023-06-08T17:30:31Z,6,my boy got drippp,fn3KWM1kuAw,True,1,0,0,0,1,0,0
@eastcoastuk1120,2023-06-08T17:28:12Z,3,I do love Bullshit..,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@fathylmz,2023-06-08T17:07:21Z,8,The first party after the destruction of humanity.,fn3KWM1kuAw,True,0,0,1,0,0,1,0
@n0madfernan257,2023-06-08T16:44:49Z,4,victory dance for skyn3t,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@sirivishnumusicchannel210,2023-06-08T05:40:26Z,4,Wow ðŸ˜²,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@astupidperson5779,2023-06-08T01:00:14Z,7,now make the robot get sturdy,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@ernestoortiz2634,2023-06-07T20:43:59Z,6,"You can make them dance, walk, even talk but never you gonna make them be like a human.",fn3KWM1kuAw,True,0,0,0,0,0,0,0
@BM-vy5ju,2023-06-07T15:27:43Z,9,Imagine getting pursued by these then getting stuck in a dead end alley and this happening ðŸ˜‚,fn3KWM1kuAw,True,1,0,1,0,1,0,0
@livem7678,2023-06-07T12:32:05Z,5,Sad these bad boys can dance better than me,fn3KWM1kuAw,True,1,1,0,0,1,0,0
@user-yp9fb1jb6m,2023-06-07T05:31:50Z,2,But will they do it naked?,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@pamelas1002,2023-06-07T02:48:43Z,92,"2 yrs later, and this still makes me smile!ðŸ˜ŠðŸ˜Š",fn3KWM1kuAw,True,0,0,0,1,0,0,0
@FreddieVee,2023-06-07T00:09:05Z,5,"After watching those Boston Dynamic's Robot dance, all I can say is, ""Those Robots really have Soul"".",fn3KWM1kuAw,True,1,0,0,0,1,0,0
@PAPPABIATCH,2023-06-06T21:56:55Z,5,"They make it all cute dancing and all. Won't  be long till they be debt collectting, aresting you and ensuring thata you stay inside during lockdown",fn3KWM1kuAw,True,1,0,1,0,0,1,0
@robyguyroby,2023-06-06T19:06:21Z,0,Get the wrist movements right.  Can you really pass American Ninja. At the end fight 3 real ninjas and don't be gay.,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@sosibaka4951,2023-06-06T18:14:19Z,2,Boston Dynamics best companyâ¤do what you do everyone loves you,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@jha-aircraft6630,2023-06-06T16:38:32Z,0,They use hidraulic oil...,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@koluchikaktus8093,2023-06-06T15:10:48Z,6,ÐžÐ±Ð¾Ð¶Ð°ÑŽ ÑÑ‚Ð¾ Ð²Ð¸Ð´ÐµÐ¾,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@OneZERROone,2023-06-06T12:45:50Z,1,.... Darth Vader says...... Most Impressive.,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@jimmyjohnson9615,2023-06-06T02:52:57Z,10,I saw the interview of the main programmer for this video. He said it took him 6 months to get te programing for the robots right... It is quite a feat. But i wish i had the luxuory of choosing such a project and being paid hansomely for it. Must be nice.,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@endyukii42069,2023-06-05T01:40:26Z,17,pov: humanity was finally exterminated,fn3KWM1kuAw,True,0,0,1,0,0,1,0
@Trihard_7,2023-06-05T00:05:50Z,4,That's CGI,fn3KWM1kuAw,True,0,0,0,0,1,0,1
@tihomorjolsimovic4365,2023-06-04T20:40:41Z,5,Boston dancing show time robots for the blind and dumb people who belive this crap,fn3KWM1kuAw,True,0,0,0,0,0,1,1
@liyathomas7,2023-06-04T18:32:00Z,2,Soooo fucking cute and scaryyyy...I ll cry,fn3KWM1kuAw,True,0,0,0,1,0,1,0
@jeanniebilliejean,2023-06-04T15:50:28Z,0,"Hmm  !? I actually have ""dynamic"" in my email â¤ oh i named one these neato lol right!?",fn3KWM1kuAw,True,0,0,0,0,0,0,0
@harper626,2023-06-04T15:21:23Z,5,choreography was fantastic (and great music).,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@user-tu7mt4sf2n,2023-06-04T12:26:43Z,2,ÐÐÐ¡ Ð’Ð¡Ð•Ð¥ ÑƒÐ±ÑŒÑŽÑ‚.,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@nomundodaluagames8385,2023-06-04T11:53:32Z,10,Eles jÃ¡ tÃ£o ensaiando a dancinha da vitÃ³ria pra quando dominarem o mundo ðŸ˜ðŸ˜ðŸ˜ que fofo gente kkkkkkk,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@nomundodaluagames8385,2023-06-04T11:53:01Z,7,They are already rehearsing the victory dance for when they dominate the world lol,fn3KWM1kuAw,True,0,0,1,0,0,1,0
@user-ph4cl3nq8l,2023-06-04T10:33:48Z,3,ÐžÐ½Ð¸ Ñ‚Ð°Ð½Ñ†ÑƒÑŽÑ‚ Ð»ÑƒÑ‡ÑˆÐµ Ñ‡ÐµÐ¼ Ñ ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@pennysargent9557,2023-06-04T09:53:50Z,0,Brilliant,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@GarryAndrews_,2023-06-04T09:36:56Z,2,"When your robots take over and wipe out humanity, can you ask them to keep me alive unmolested.",fn3KWM1kuAw,True,0,0,1,0,0,1,0
@vmcougarintn5035,2023-06-04T05:02:30Z,1,ðŸ¤£,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@GunjanDas-be2kv,2023-06-04T01:44:13Z,2,Is this CGI?,fn3KWM1kuAw,True,0,0,0,0,1,0,1
@user-no2xf1gs4v,2023-06-04T00:34:19Z,4,Ð©Ð¾ Ð·Ð° Ð¿Ñ–ÑÐ½Ñ Ð·Ð²ÑƒÑ‡Ð¸Ñ‚ÑŒ? ÐŸÑ€Ð¸ÐºÐ¾Ð»ÑŒÐ½Ð°.ðŸ˜Š,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@brmgranado,2023-06-03T23:10:48Z,6,"we're fine as long as they only care about their dances and parties

ï¿¼",fn3KWM1kuAw,True,1,0,1,0,0,1,0
@BenzFrank,2023-06-03T22:39:49Z,9,holy crap they already dance better than white people... we are doomed,fn3KWM1kuAw,True,1,1,1,0,0,1,0
@frechesferkel2749,2023-06-03T19:52:07Z,7,when they finally take over the world,fn3KWM1kuAw,True,0,0,1,0,0,1,0
@callmethreeone,2023-06-03T17:18:20Z,1,More please!,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@shailong3254,2023-06-03T16:21:05Z,0,Thatâ€™s a lot of programming. Now get them to do that autonomously,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@matiasyanez600,2023-06-03T15:22:38Z,2,ðŸ˜‚ ðŸ˜‚ ðŸ˜‚ esto es real?,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@TracyWeber-rg8hz,2023-06-03T14:42:52Z,1,Wow!!! Thatâ€™s totally awesome â¤,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@Cloudly_Round,2023-06-03T14:35:06Z,1,wall e is coming to life,fn3KWM1kuAw,True,1,0,0,0,1,0,0
@user-qm6ky2ew3c,2023-06-03T14:02:57Z,0,Ð¢ÐµÑ€Ð¼Ð¸Ð½Ð°Ñ‚Ð¾Ñ€ 5ðŸ˜…ðŸ˜…ðŸ˜….,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@oscaromahony1019,2023-06-03T08:50:28Z,9,Chat GPT after destroying humanity:,fn3KWM1kuAw,True,0,0,1,0,0,1,0
@rmarsyoutube,2023-06-03T05:57:18Z,20,I need your clothes your boots and your motorcycle,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@Slayr.,2023-06-03T03:39:31Z,5,"2 Years Ago...

I want an Encore!",fn3KWM1kuAw,True,0,0,0,0,0,0,0
@margeanblake4356,2023-06-03T02:31:48Z,2,Awesome!,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@philrogers4535,2023-06-02T13:48:11Z,5,Looks fake to me!,fn3KWM1kuAw,True,0,0,0,0,1,0,1
@RachelBotham,2023-06-02T09:57:00Z,2,We've come a long way since the Python Turtle!! ðŸ«£ðŸ¢ðŸ˜œðŸ¤–,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@zombuwulf,2023-06-02T09:08:00Z,0,Boston Dynamics>Dork in Spandex,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@bikramjitsingh8708,2023-06-01T19:21:22Z,1,This is good!!,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@ElchinRahmanov,2023-06-01T18:43:26Z,5,"When i was kid, always dream about real robots. Here is it. I LOVE BOSTON DYNAMICS =)",fn3KWM1kuAw,True,0,0,0,1,0,0,0
@JessicaMorris-rj9ep,2023-06-01T17:44:51Z,3,I love it!!â¤ðŸ˜…,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@kingkruger4581,2023-06-01T16:13:47Z,2,"Die tanzen besser als ichðŸ˜…,spektakulÃ¤r",fn3KWM1kuAw,True,1,1,0,1,0,0,0
@QuaaludeCharlie,2023-06-01T10:30:37Z,3,"Software and Hardware under electrical Power is all that it is .  A Computer can Never be Sentient ever . It only follows a Program . What is in that Program is All it can ever Run , It Will Never Do , Be or Have Anything as it is Hardware and Software , Never Can it Become a Self , Will Never Be Aware of itself as the Power can be Unplugged , Even if it had Capacitors and Solar Panels a Human can turn it off .  But it is Useful and fun .",fn3KWM1kuAw,True,0,0,0,0,0,1,1
@kremolaconia,2023-06-01T09:54:34Z,4,INSERT AUDIBLE SCREAM HERE.,fn3KWM1kuAw,True,0,0,0,0,0,1,0
@mstsp9546,2023-06-01T08:50:52Z,5,Really enjoyed this! Well done.,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@eastcoastuk1120,2023-06-01T08:30:50Z,7,And when they aare weaponised ?,fn3KWM1kuAw,True,0,0,1,0,0,1,0
@rdp131,2023-06-01T04:17:56Z,4,Robots are a continuation of the human race.,fn3KWM1kuAw,True,1,0,0,0,1,0,0
@aufildutempscouture9406,2023-05-31T22:43:25Z,0,not in the rhythm,fn3KWM1kuAw,True,0,0,0,0,0,1,1
@romanz3423,2023-05-31T20:32:40Z,1,Fascinating,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@Masonarwhal,2023-05-31T18:21:31Z,3,This is why I love Boston dynamics.,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@pchansen100,2023-05-31T15:19:18Z,3,Wait until Chat GPT sees this.  It will take exactly .00567 seconds to figure out what to do next.,fn3KWM1kuAw,True,0,1,1,0,1,0,0
@anjamuller2621,2023-05-31T12:08:01Z,5,Humanity is being replaced by the machines robots. That means farewell humanity. It's also frightening how many people liked it and didn't understand what this was really about...,fn3KWM1kuAw,True,0,0,1,0,0,1,0
@Arkteckx,2023-05-31T09:55:39Z,3,Absolutely stunning to see! ðŸ˜Š,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@_-.-.__-_.._--_,2023-05-31T01:09:15Z,15,Me after killing all humans:,fn3KWM1kuAw,True,0,1,1,0,0,1,0
@dr.feelgood3670,2023-05-30T23:16:05Z,7,This is going to play at the end credits of the world,fn3KWM1kuAw,True,0,0,1,0,0,1,0
@trippryder,2023-05-30T18:21:18Z,4,CGI much?,fn3KWM1kuAw,True,0,0,0,0,1,0,1
@enochauston4068,2023-05-30T17:48:00Z,0,Super!!!!!,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@aegislash6060,2023-05-30T05:09:22Z,2,"Please quit your job at Boston Dynamics and do another job. At this rate, by 3000, they might be able to develop feelings.",fn3KWM1kuAw,True,1,0,1,0,0,1,0
@grinard555,2023-05-29T19:59:19Z,1,Los desarrollos ingenieros y demÃ¡s personal asÃ­ como las cosas que Boston dynamics estÃ¡ desarrollando me imagino ya d ben ser secreto de estado de EEUU cÃ³mo serÃ¡ el estado americano cuidando estÃ¡s personas,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@awsomebot1,2023-05-29T18:50:20Z,1,This is a Dragon's Blood reference now,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@trade5374,2023-05-29T03:34:27Z,13,Im so tired of the old heads trying to tell people this is AI or CGI lmaooooooo you dont know what youre talking about!!! ðŸ˜‚ðŸ˜‚ðŸ˜‚,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@trade5374,2023-05-29T03:28:02Z,5,Its been 2 years already??,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@tracybrennan4194,2023-05-29T00:43:53Z,11,Am I the only one nervous about this?,fn3KWM1kuAw,True,0,0,0,0,0,1,0
@helenbostock2350,2023-05-28T22:03:46Z,0,It's cool,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@helenbostock2350,2023-05-28T21:47:57Z,0,"Oh no. Your makers are making Electric cars. Every batteries use a pack consisting of 2,000 plus individuals lithium ion cell. Only one battery in an old fashioned car chemical engine turned it into electric and delivered as voltage. AI what's the environment impact on the earth from a cars impacted vs. electricity vecals. Can you please find studied if any",fn3KWM1kuAw,True,0,0,0,0,0,0,0
@Rfox-,2023-05-28T18:02:55Z,0,Wow,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@gino0009,2023-05-28T15:51:04Z,1,It would be nice to call this an American invention but that would be racist. Also the Chinese government has everything we do thanks to them buying out professors.,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@teelada5232,2023-05-28T08:38:22Z,2,Robot tech has not advanced to make Robot that  can do as the guys.... It is AI CGI. They record the guys dancing an AI CGI program can make the guys be anything the  creator wants. You  an find demo of the on youtube. Currantly being use on Sci-fi movies because the can transform the video very quickly and foremore perfect than the CGI used in Ibot etc. The dogs are aready being used mainly in situations where their may be a bomb. Adultlook dogs can walk and move they can't do this particular level the ones that are being used actually is controlled by someone sitting at a desktop for either an app on a phone with a a feature similar to ring security systems in how it captures real-time and the person with the laptop or the control to the dog robot is actually Bluetooth for Wi-Fi technology.,fn3KWM1kuAw,True,0,0,0,0,1,0,1
@MrUranium238,2023-05-27T21:51:40Z,23,This is how they will dance on our graves ðŸ’€ðŸ’€ðŸ’€ðŸ’€ðŸ’€ðŸ’€,fn3KWM1kuAw,True,1,0,1,0,0,1,0
@cheltonecossa4257,2023-05-27T13:54:30Z,1,What try to do to ours,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@aksharaghav9657,2023-05-26T05:43:42Z,13,When a bunch of robots have better dance skills than I do!,fn3KWM1kuAw,True,1,1,0,0,1,0,0
@dprofessorscritters8762,2023-05-26T02:55:34Z,5,Somehow this is creepier than when they do alll the acrobatics.,fn3KWM1kuAw,True,0,0,0,0,0,1,0
@MsLizziebeth1,2023-05-25T21:04:49Z,1,"YEEEEEESSSSS !!!!!!
(Thank you, The Contours, 1962. And again 1988 from the film Dirty Dancing 1987!)",fn3KWM1kuAw,True,0,0,0,1,0,0,0
@biggestbog,2023-05-25T20:02:43Z,4,Me and the boys at the doodad and doohickey convention,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@wonderful189,2023-05-25T19:16:51Z,3,The dog is creepier than shit,fn3KWM1kuAw,True,0,0,0,0,0,1,0
@fatherofthewestern6607,2023-05-24T23:05:32Z,10,This would get you the death penalty in Dune,fn3KWM1kuAw,True,0,0,0,0,0,0,0
@vivdeibis,2023-05-24T17:19:51Z,14,More than two years and this is still my number 1 comfort video. I have never seen anything better than this. So in love â¤,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@RafaelCardoso299,2023-05-24T14:21:30Z,2,This is so freaking awesome !,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@SriSrinivasable,2023-05-24T11:13:43Z,1,Wow â¤ðŸ˜‚ðŸŽ‰wow.,fn3KWM1kuAw,True,0,0,0,1,0,0,0
@jnkmal9519,2023-05-24T07:59:25Z,6,"I get that dancing is a great way to demonstrate mobility, and it's great for PR, but something about dancing robots really pisses me off.",fn3KWM1kuAw,True,1,0,0,0,0,1,0
@MegaPankita,2023-05-23T18:55:19Z,13,"Im scared, but also dancing",fn3KWM1kuAw,True,0,0,0,1,0,1,0
